0,1,2,3,4,5,6,7
4284,10330725,5,2100076010533881848,121.48285700000001,39.299528,PICKUP,1582978346
4285,10330725,5,2100076010533881848,121.48285700000001,39.299528,DELIVERY,1582978491
4286,10330725,5,2100076009942975515,121.48285700000001,39.299528,PICKUP,1582978824
4287,10330725,5,2100076010655810587,121.48285700000001,39.299528,PICKUP,1582978824
4288,10330725,5,2100076010655810587,121.48285700000001,39.299528,DELIVERY,1582979069
4289,10330725,5,2100076009942975515,121.48285700000001,39.299528,DELIVERY,1582979071
4290,10330725,5,2100076010977756535,121.48285700000001,39.299528,PICKUP,1582979863
4291,10330725,5,2100076010977756535,121.48285700000001,39.299528,DELIVERY,1582980158
4292,10330725,5,2100076013437322416,121.48285700000001,39.299528,PICKUP,1582980333
4293,10330725,5,2100076013437322416,121.48285700000001,39.299528,DELIVERY,1582980536
4294,10330725,6,2100076013786760219,121.451182,39.303314,PICKUP,1582982234
4295,10330725,6,2100076014022133305,121.451182,39.303314,PICKUP,1582981185
4296,10330725,6,2100076014022133305,121.451182,39.303314,DELIVERY,1582981948
4297,10330725,6,2100076013786760219,121.451182,39.303314,DELIVERY,1582982156
4298,103328290,2,2100075989540537470,121.22006,39.123342,PICKUP,1582968179
4299,103328290,2,2100075992049222782,121.22006,39.123342,PICKUP,1582968179
4300,103328290,2,2100075989957608574,121.22006,39.123342,PICKUP,1582968183
4301,103328290,2,2100075990985180286,121.22006,39.123342,PICKUP,1582968183
4302,103328290,2,2100075995053721570,121.22006,39.123342,PICKUP,1582969264
4303,103328290,2,2100075992902895516,121.22006,39.123342,PICKUP,1582969267
4304,103328290,2,2100075993798674218,121.22006,39.123342,PICKUP,1582969274
4305,103328290,2,2100075989540537470,121.22006,39.123342,DELIVERY,1582969558
4306,103328290,2,2100075992049222782,121.22006,39.123342,DELIVERY,1582970019
4307,103328290,2,2100075989957608574,121.22006,39.123342,DELIVERY,1582969773
4308,103328290,2,2100075995053721570,121.22006,39.123342,DELIVERY,1582970287
4309,103328290,2,2100075990985180286,121.22006,39.123342,DELIVERY,1582970409
4310,103328290,2,2100075993798674218,121.22006,39.123342,DELIVERY,1582970781
4311,103328290,2,2100075992902895516,121.22006,39.123342,DELIVERY,1582970866
4312,103328290,2,2100075998272422938,121.22006,39.123342,PICKUP,1582970991
4313,103328290,2,2100076000589579886,121.22006,39.123342,PICKUP,1582971180
4314,103328290,2,2100075996274034074,121.22006,39.123342,PICKUP,1582971211
4315,103328290,2,2100076000589579886,121.22006,39.123342,DELIVERY,1582971453
4316,103328290,2,2100075998272422938,121.22006,39.123342,DELIVERY,1582971592
4317,103328290,2,2100076001214957478,121.22006,39.123342,PICKUP,1582971665
4318,103328290,2,2100076002249999374,121.22006,39.123342,PICKUP,1582971788
4319,103328290,2,2100076001214957478,121.22006,39.123342,DELIVERY,1582971981
4320,103328290,2,2100075996274034074,121.22006,39.123342,DELIVERY,1582972221
4321,103328290,2,2100076002249999374,121.22006,39.123342,DELIVERY,1582973723
4322,103328290,3,2100076006224988075,121.223689,39.129128,PICKUP,1582975838
4323,103328290,3,2100076006224988075,121.223689,39.129128,DELIVERY,1582976333
4324,103328290,3,2100076010132244266,121.223689,39.129128,PICKUP,1582976418
4325,103328290,3,2100076009753773074,121.223689,39.129128,PICKUP,1582976454
4326,103328290,3,2100076009753773074,121.223689,39.129128,DELIVERY,1582977618
4327,103328290,3,2100076010132244266,121.223689,39.129128,DELIVERY,1582977740
4328,10334732,0,2100075944863041422,121.70832,39.142779,PICKUP,1582944465
4329,10334732,0,2100075944170849315,121.70832,39.142779,PICKUP,1582944811
4330,10334732,0,2100075944170849315,121.70832,39.142779,DELIVERY,1582945183
4331,10334732,0,2100075944863041422,121.70832,39.142779,DELIVERY,1582945291
4332,10334732,1,2100075952417867626,121.71856299999999,39.131687,PICKUP,1582946589
4333,10334732,1,2100075949078021994,121.71856299999999,39.131687,PICKUP,1582946589
4334,10334732,1,2100075952417867626,121.71856299999999,39.131687,DELIVERY,1582946688
4335,10334732,1,2100075949078021994,121.71856299999999,39.131687,DELIVERY,1582947212
4336,10334732,3,2100075967884363411,121.729678,39.142707,PICKUP,1582953203
4337,10334732,3,2100075967884363411,121.729678,39.142707,DELIVERY,1582953780
4338,10334732,3,2100075968910034779,121.729678,39.142707,PICKUP,1582954263
4339,10334732,3,2100075969342244699,121.729678,39.142707,PICKUP,1582954269
4340,10334732,3,2100075968910034779,121.729678,39.142707,DELIVERY,1582954804
4341,10334732,3,2100075969342244699,121.729678,39.142707,DELIVERY,1582955206
4342,10334732,4,2100075974371313658,121.706769,39.142603,PICKUP,1582955942
4343,10334732,4,2100075973615028218,121.706769,39.142603,PICKUP,1582955942
4344,10334732,4,2100075973615028218,121.706769,39.142603,DELIVERY,1582956297
4345,10334732,4,2100075974371313658,121.706769,39.142603,DELIVERY,1582956678
4346,10334732,4,2100075976063321747,121.706769,39.142603,PICKUP,1582956866
4347,10334732,4,2100075976063321747,121.706769,39.142603,DELIVERY,1582957008
4348,10335674,2,2100076012217009713,121.54665800000001,39.065958,PICKUP,1582980853
4349,10335674,2,2100076012001625903,121.54665800000001,39.065958,PICKUP,1582981202
4350,10335674,2,2100076012217009713,121.54665800000001,39.065958,DELIVERY,1582981882
4351,10335674,2,2100076012001625903,121.54665800000001,39.065958,DELIVERY,1582982277
4352,10338045,0,2100076007926400962,121.78306699999999,39.086290999999996,PICKUP,1582976287
4353,10338045,0,2100076006331680657,121.78306699999999,39.086290999999996,PICKUP,1582975231
4354,10338045,0,2100076005457889169,121.78306699999999,39.086290999999996,PICKUP,1582975233
4355,10338045,0,2100076006331680657,121.78306699999999,39.086290999999996,DELIVERY,1582975479
4356,10338045,0,2100076005457889169,121.78306699999999,39.086290999999996,DELIVERY,1582975699
4357,10338045,0,2100076007926400962,121.78306699999999,39.086290999999996,DELIVERY,1582976215
4358,10338045,1,2100076013426804363,121.77951000000002,39.099928999999996,PICKUP,1582982061
4359,10338045,1,2100076013426804363,121.77951000000002,39.099928999999996,DELIVERY,1582981085
4360,10338045,1,2100076014983611941,121.77951000000002,39.099928999999996,PICKUP,1582981333
4361,10338045,1,2100076013497615522,121.77951000000002,39.099928999999996,PICKUP,1582981556
4362,10338045,1,2100076013548799351,121.77951000000002,39.099928999999996,PICKUP,1582981551
4363,10338045,1,2100076013548799351,121.77951000000002,39.099928999999996,DELIVERY,1582982015
4364,10338045,1,2100076014983611941,121.77951000000002,39.099928999999996,DELIVERY,1582982316
4365,10338045,1,2100076013497615522,121.77951000000002,39.099928999999996,DELIVERY,1582982050
4366,103384498,1,2100075951121008489,121.400773,39.176148,PICKUP,1582945833
4367,103384498,1,2100075944782857944,121.400773,39.176148,PICKUP,1582946653
4368,103384498,1,2100075952448242778,121.400773,39.176148,PICKUP,1582946697
4369,103384498,1,2100075951121008489,121.400773,39.176148,DELIVERY,1582947285
4370,103384498,1,2100075944782857944,121.400773,39.176148,DELIVERY,1582947556
4371,103384498,1,2100075952448242778,121.400773,39.176148,DELIVERY,1582947937
4372,103384498,2,2100075959572759614,121.40155700000001,39.168471000000004,PICKUP,1582949687
4373,103384498,2,2100075958477358677,121.40155700000001,39.168471000000004,PICKUP,1582949690
4374,103384498,2,2100075959287809087,121.40155700000001,39.168471000000004,PICKUP,1582949865
4375,103384498,2,2100075962027246666,121.40155700000001,39.168471000000004,PICKUP,1582949987
4376,103384498,2,2100075960345625674,121.40155700000001,39.168471000000004,PICKUP,1582949996
4377,103384498,2,2100075959287809087,121.40155700000001,39.168471000000004,DELIVERY,1582950336
4378,103384498,2,2100075958477358677,121.40155700000001,39.168471000000004,DELIVERY,1582950503
4379,103384498,2,2100075960345625674,121.40155700000001,39.168471000000004,DELIVERY,1582950596
4380,103384498,2,2100075962027246666,121.40155700000001,39.168471000000004,DELIVERY,1582950772
4381,103384498,2,2100075959572759614,121.40155700000001,39.168471000000004,DELIVERY,1582950925
4382,103384498,4,2100075967411061834,121.403314,39.177306,PICKUP,1582953309
4383,103384498,4,2100075969762231480,121.403314,39.177306,PICKUP,1582953312
4384,103384498,4,2100075967411061834,121.403314,39.177306,DELIVERY,1582953731
4385,103384498,4,2100075969762231480,121.403314,39.177306,DELIVERY,1582953888
4386,103384498,6,2100075989683111398,121.401323,39.176897,PICKUP,1582968341
4387,103384498,6,2100075992530814825,121.401323,39.176897,PICKUP,1582968409
4388,103384498,6,2100075992217683007,121.401323,39.176897,PICKUP,1582968464
4389,103384498,6,2100075989683111398,121.401323,39.176897,DELIVERY,1582969011
4390,103384498,6,2100075992217683007,121.401323,39.176897,DELIVERY,1582969653
4391,103384498,6,2100075992530814825,121.401323,39.176897,DELIVERY,1582969761
4392,103384498,7,2100075997244458468,121.401482,39.175489,PICKUP,1582971169
4393,103384498,7,2100075997244458468,121.401482,39.175489,DELIVERY,1582971341
4394,103384498,7,2100076001964459881,121.401482,39.175489,PICKUP,1582972856
4395,103384498,7,2100076003224749119,121.401482,39.175489,PICKUP,1582973643
4396,103384498,7,2100076004197664449,121.401482,39.175489,PICKUP,1582973923
4397,103384498,7,2100076004197664449,121.401482,39.175489,DELIVERY,1582974280
4398,103384498,7,2100076001964459881,121.401482,39.175489,DELIVERY,1582974342
4399,103384498,7,2100076003224749119,121.401482,39.175489,DELIVERY,1582974608
4400,103401674,1,2100075923687835262,121.62171399999998,39.111089,PICKUP,1582942652
4401,103401674,1,2100075923687835262,121.62171399999998,39.111089,DELIVERY,1582942714
4402,103401674,1,2100075943525091023,121.62171399999998,39.111089,PICKUP,1582943441
4403,103401674,1,2100075943525091023,121.62171399999998,39.111089,DELIVERY,1582943693
4404,103401674,1,2100075945790179206,121.62171399999998,39.111089,PICKUP,1582943743
4405,103401674,1,2100075947994777555,121.62171399999998,39.111089,PICKUP,1582944790
4406,103401674,1,2100075945790179206,121.62171399999998,39.111089,DELIVERY,1582944971
4407,103401674,1,2100075947994777555,121.62171399999998,39.111089,DELIVERY,1582945341
4408,103404602,0,2100075942229476752,121.366372,39.092135999999996,PICKUP,1582943612
4409,103404602,0,2100075942229476752,121.366372,39.092135999999996,DELIVERY,1582943916
4410,103404602,0,2100075944738653584,121.366372,39.092135999999996,PICKUP,1582943655
4411,103404602,0,2100075945695937851,121.366372,39.092135999999996,PICKUP,1582943881
4412,103404602,0,2100075945695937851,121.366372,39.092135999999996,DELIVERY,1582944502
4413,103404602,0,2100075944738653584,121.366372,39.092135999999996,DELIVERY,1582945072
4414,103404602,0,2100075946734617785,121.366372,39.092135999999996,PICKUP,1582945288
4415,103404602,0,2100075946734617785,121.366372,39.092135999999996,DELIVERY,1582945726
4416,103404602,0,2100075949034308793,121.366372,39.092135999999996,PICKUP,1582946013
4417,103404602,0,2100075949034308793,121.366372,39.092135999999996,DELIVERY,1582946329
4418,103404602,1,2100075954526028991,121.37776399999998,39.133724,PICKUP,1582947455
4419,103404602,1,2100075954220663999,121.37776399999998,39.133724,PICKUP,1582947456
4420,103404602,1,2100075954220663999,121.37776399999998,39.133724,DELIVERY,1582947773
4421,103404602,1,2100075954526028991,121.37776399999998,39.133724,DELIVERY,1582947935
4422,103410906,1,2100075960981521822,121.319217,39.125183,PICKUP,1582949907
4423,103410906,1,2100075954548770413,121.319217,39.125183,PICKUP,1582950037
4424,103410906,1,2100075960981521822,121.319217,39.125183,DELIVERY,1582950291
4425,103410906,1,2100075954548770413,121.319217,39.125183,DELIVERY,1582950947
4426,103410906,2,2100075965688513950,121.34647199999999,39.130245,PICKUP,1582953589
4427,103410906,2,2100075961749505438,121.34647199999999,39.130245,PICKUP,1582953589
4428,103410906,2,2100075965688513950,121.34647199999999,39.130245,DELIVERY,1582952387
4429,103410906,2,2100075961749505438,121.34647199999999,39.130245,DELIVERY,1582953047
4430,103410906,3,2100075971500344734,121.332669,39.124479,PICKUP,1582955852
4431,103410906,3,2100075970364442014,121.332669,39.124479,PICKUP,1582955879
4432,103410906,3,2100075971804333470,121.332669,39.124479,PICKUP,1582955880
4433,103410906,3,2100075971500344734,121.332669,39.124479,DELIVERY,1582956483
4434,103410906,3,2100075971804333470,121.332669,39.124479,DELIVERY,1582956485
4435,103410906,3,2100075970364442014,121.332669,39.124479,DELIVERY,1582957025
4436,103410906,3,2100075975606240670,121.332669,39.124479,PICKUP,1582957444
4437,103410906,3,2100075975748617630,121.332669,39.124479,PICKUP,1582959264
4438,103410906,3,2100075975748617630,121.332669,39.124479,DELIVERY,1582959969
4439,103410906,3,2100075975606240670,121.332669,39.124479,DELIVERY,1582960312
4440,103410906,3,2100075982417790866,121.332669,39.124479,PICKUP,1582962636
4441,103410906,3,2100075980093818270,121.332669,39.124479,PICKUP,1582963099
4442,103410906,3,2100075975433618846,121.332669,39.124479,PICKUP,1582963103
4443,103410906,3,2100075981547832607,121.332669,39.124479,PICKUP,1582963255
4444,103410906,3,2100075981547832607,121.332669,39.124479,DELIVERY,1582963549
4445,103410906,3,2100075975433618846,121.332669,39.124479,DELIVERY,1582964093
4446,103410906,3,2100075980093818270,121.332669,39.124479,DELIVERY,1582964654
4447,103410906,3,2100075982417790866,121.332669,39.124479,DELIVERY,1582965145
4448,10341727,0,2100075951700182589,121.470118,39.250526,PICKUP,1582949175
4449,10341727,0,2100075951700182589,121.470118,39.250526,DELIVERY,1582948119
4450,10341727,0,2100075959003383445,121.470118,39.250526,PICKUP,1582948485
4451,10341727,0,2100075957983053389,121.470118,39.250526,PICKUP,1582948608
4452,10341727,0,2100075956690060764,121.470118,39.250526,PICKUP,1582948730
4453,10341727,0,2100075956193560028,121.470118,39.250526,PICKUP,1582948730
4454,10341727,0,2100075956690060764,121.470118,39.250526,DELIVERY,1582948946
4455,10341727,0,2100075956193560028,121.470118,39.250526,DELIVERY,1582949075
4456,10341727,0,2100075959003383445,121.470118,39.250526,DELIVERY,1582949415
4457,10341727,0,2100075957983053389,121.470118,39.250526,DELIVERY,1582949652
4458,10341727,2,2100075971113354901,121.46162,39.261734000000004,PICKUP,1582953880
4459,10341727,2,2100075969940686513,121.46162,39.261734000000004,PICKUP,1582953884
4460,10341727,2,2100075971113354901,121.46162,39.261734000000004,DELIVERY,1582954769
4461,10341727,2,2100075971527214556,121.46162,39.261734000000004,PICKUP,1582955065
4462,10341727,2,2100075971527214556,121.46162,39.261734000000004,DELIVERY,1582955837
4463,10341727,2,2100075969940686513,121.46162,39.261734000000004,DELIVERY,1582956174
4464,103441042,0,2100075944259946022,121.43088799999998,39.066431,PICKUP,1582941758
4465,103441042,0,2100075944267187750,121.43088799999998,39.066431,PICKUP,1582941791
4466,103441042,0,2100075944259946022,121.43088799999998,39.066431,DELIVERY,1582942784
4467,103441042,0,2100075944267187750,121.43088799999998,39.066431,DELIVERY,1582943000
4468,103441042,1,2100075945161787185,121.399199,39.060037,PICKUP,1582944587
4469,103441042,1,2100075947916002314,121.399199,39.060037,PICKUP,1582944936
4470,103441042,1,2100075947916002314,121.399199,39.060037,DELIVERY,1582945600
4471,103441042,1,2100075945161787185,121.399199,39.060037,DELIVERY,1582945807
4472,103441042,1,2100075949931661289,121.399199,39.060037,PICKUP,1582946215
4473,103441042,1,2100075949651330063,121.399199,39.060037,PICKUP,1582946371
4474,103441042,1,2100075949931661289,121.399199,39.060037,DELIVERY,1582946677
4475,103441042,1,2100075949651330063,121.399199,39.060037,DELIVERY,1582947089
4476,103441042,1,2100075955688539360,121.399199,39.060037,PICKUP,1582947307
4477,103441042,1,2100075956790002912,121.399199,39.060037,PICKUP,1582947500
4478,103441042,1,2100075954307400928,121.399199,39.060037,PICKUP,1582947550
4479,103441042,1,2100075955757090643,121.399199,39.060037,PICKUP,1582948017
4480,103441042,1,2100075956790002912,121.399199,39.060037,DELIVERY,1582948215
4481,103441042,1,2100075955688539360,121.399199,39.060037,DELIVERY,1582948215
4482,103441042,1,2100075954307400928,121.399199,39.060037,DELIVERY,1582948472
4483,103441042,1,2100075955757090643,121.399199,39.060037,DELIVERY,1582948508
4484,103441042,1,2100075955908511423,121.399199,39.060037,PICKUP,1582948847
4485,103441042,1,2100075956891190496,121.399199,39.060037,PICKUP,1582949042
4486,103441042,1,2100075956891190496,121.399199,39.060037,DELIVERY,1582949502
4487,103441042,1,2100075955908511423,121.399199,39.060037,DELIVERY,1582949869
4488,103441042,1,2100075959885924329,121.399199,39.060037,PICKUP,1582950019
4489,103441042,1,2100075960844158625,121.399199,39.060037,PICKUP,1582950640
4490,103441042,1,2100075960844158625,121.399199,39.060037,DELIVERY,1582950698
4491,103441042,1,2100075959885924329,121.399199,39.060037,DELIVERY,1582950964
4492,103441042,1,2100075966316611411,121.399199,39.060037,PICKUP,1582952766
4493,103441042,1,2100075966408951635,121.399199,39.060037,PICKUP,1582952808
4494,103441042,1,2100075966408951635,121.399199,39.060037,DELIVERY,1582953005
4495,103441042,1,2100075966316611411,121.399199,39.060037,DELIVERY,1582953463
4496,103441042,2,2100075973876680047,121.43344099999999,39.059655,PICKUP,1582957510
4497,103441042,2,2100075976068432931,121.43344099999999,39.059655,PICKUP,1582957582
4498,103441042,2,2100075976068432931,121.43344099999999,39.059655,DELIVERY,1582957407
4499,103441042,2,2100075973876680047,121.43344099999999,39.059655,DELIVERY,1582957866
4500,103441042,3,2100075977419359905,121.42290600000001,39.056144,PICKUP,1582959044
4501,103441042,3,2100075977744254625,121.42290600000001,39.056144,PICKUP,1582959044
4502,103441042,3,2100075978729654060,121.42290600000001,39.056144,PICKUP,1582959289
4503,103441042,3,2100075978729654060,121.42290600000001,39.056144,DELIVERY,1582959940
4504,103441042,3,2100075977419359905,121.42290600000001,39.056144,DELIVERY,1582960177
4505,103441042,3,2100075977744254625,121.42290600000001,39.056144,DELIVERY,1582960437
4506,103441042,3,2100075980368381152,121.42290600000001,39.056144,PICKUP,1582960817
4507,103441042,3,2100075981324748143,121.42290600000001,39.056144,PICKUP,1582960935
4508,103441042,3,2100075980368381152,121.42290600000001,39.056144,DELIVERY,1582961617
4509,103441042,3,2100075981324748143,121.42290600000001,39.056144,DELIVERY,1582962534
4510,103441042,3,2100075981818988534,121.42290600000001,39.056144,PICKUP,1582962843
4511,103441042,3,2100075981818988534,121.42290600000001,39.056144,DELIVERY,1582963061
4512,103441042,3,2100075984522446035,121.42290600000001,39.056144,PICKUP,1582963593
4513,103441042,3,2100075984522446035,121.42290600000001,39.056144,DELIVERY,1582963715
4514,103441042,3,2100075983482783742,121.42290600000001,39.056144,PICKUP,1582964346
4515,103441042,3,2100075985642751761,121.42290600000001,39.056144,PICKUP,1582964493
4516,103441042,3,2100075982844789886,121.42290600000001,39.056144,PICKUP,1582964679
4517,103441042,3,2100075984391537790,121.42290600000001,39.056144,PICKUP,1582964710
4518,103441042,3,2100075983482783742,121.42290600000001,39.056144,DELIVERY,1582964949
4519,103441042,3,2100075985642751761,121.42290600000001,39.056144,DELIVERY,1582965611
4520,103441042,3,2100075984391537790,121.42290600000001,39.056144,DELIVERY,1582965611
4521,103441042,3,2100075982844789886,121.42290600000001,39.056144,DELIVERY,1582966061
4522,103441042,4,2100075984150725875,121.429677,39.06832100000001,PICKUP,1582967221
4523,103441042,4,2100075990002829139,121.429677,39.06832100000001,PICKUP,1582968298
4524,103441042,4,2100075994121930074,121.429677,39.06832100000001,PICKUP,1582968495
4525,103441042,4,2100075990002829139,121.429677,39.06832100000001,DELIVERY,1582968884
4526,103441042,4,2100075994121930074,121.429677,39.06832100000001,DELIVERY,1582969054
4527,103441042,4,2100075984150725875,121.429677,39.06832100000001,DELIVERY,1582969687
4528,103441042,5,2100075997145401170,121.43494299999999,39.058748,PICKUP,1582971555
4529,103441042,5,2100075997606085837,121.43494299999999,39.058748,PICKUP,1582971775
4530,103441042,5,2100075998171235533,121.43494299999999,39.058748,PICKUP,1582971775
4531,103441042,5,2100075997606085837,121.43494299999999,39.058748,DELIVERY,1582971930
4532,103441042,5,2100075998171235533,121.43494299999999,39.058748,DELIVERY,1582972227
4533,103441042,5,2100075997145401170,121.43494299999999,39.058748,DELIVERY,1582972485
4534,103493258,0,2100075951755495017,121.48346200000002,39.082957,PICKUP,1582946036
4535,103493258,0,2100075952956507702,121.48346200000002,39.082957,PICKUP,1582947156
4536,103493258,0,2100075951460386466,121.48346200000002,39.082957,PICKUP,1582947520
4537,103493258,0,2100075951446525602,121.48346200000002,39.082957,PICKUP,1582947520
4538,103493258,0,2100075951460386466,121.48346200000002,39.082957,DELIVERY,1582948065
4539,103493258,0,2100075951446525602,121.48346200000002,39.082957,DELIVERY,1582948139
4540,103493258,0,2100075952956507702,121.48346200000002,39.082957,DELIVERY,1582948223
4541,103493258,0,2100075951755495017,121.48346200000002,39.082957,DELIVERY,1582948786
4542,103493258,3,2100075978333324962,121.477223,39.090887,PICKUP,1582959123
4543,103493258,3,2100075978775069838,121.477223,39.090887,PICKUP,1582959542
4544,103493258,3,2100075978333324962,121.477223,39.090887,DELIVERY,1582960035
4545,103493258,3,2100075978775069838,121.477223,39.090887,DELIVERY,1582960151
4546,103493258,4,2100075985268442233,121.48342199999999,39.082968,PICKUP,1582964478
4547,103493258,4,2100075985268442233,121.48342199999999,39.082968,DELIVERY,1582964751
4548,103493258,4,2100075985804494834,121.48342199999999,39.082968,PICKUP,1582964822
4549,103493258,4,2100075985750787739,121.48342199999999,39.082968,PICKUP,1582965582
4550,103493258,4,2100075985750787739,121.48342199999999,39.082968,DELIVERY,1582966239
4551,103493258,4,2100075985804494834,121.48342199999999,39.082968,DELIVERY,1582966708
4552,103493258,4,2100075993558484882,121.48342199999999,39.082968,PICKUP,1582969104
4553,103493258,4,2100075993558484882,121.48342199999999,39.082968,DELIVERY,1582970460
4554,103493258,4,2100075996536964212,121.48342199999999,39.082968,PICKUP,1582970683
4555,103493258,4,2100075997848438324,121.48342199999999,39.082968,PICKUP,1582970807
4556,103493258,4,2100075997848438324,121.48342199999999,39.082968,DELIVERY,1582970939
4557,103493258,4,2100075997238625422,121.48342199999999,39.082968,PICKUP,1582971194
4558,103493258,4,2100075999364973710,121.48342199999999,39.082968,PICKUP,1582971194
4559,103493258,4,2100075997529606130,121.48342199999999,39.082968,PICKUP,1582971206
4560,103493258,4,2100075997529606130,121.48342199999999,39.082968,DELIVERY,1582971477
4561,103493258,4,2100075996536964212,121.48342199999999,39.082968,DELIVERY,1582971477
4562,103493258,4,2100075997238625422,121.48342199999999,39.082968,DELIVERY,1582971576
4563,103493258,4,2100075999364973710,121.48342199999999,39.082968,DELIVERY,1582971576
4564,103493258,4,2100076002544977513,121.48342199999999,39.082968,PICKUP,1582972851
4565,103493258,4,2100076000770000489,121.48342199999999,39.082968,PICKUP,1582972856
4566,103493258,4,2100076000721831387,121.48342199999999,39.082968,PICKUP,1582973504
4567,103493258,4,2100076002544977513,121.48342199999999,39.082968,DELIVERY,1582974438
4568,103493258,4,2100076000770000489,121.48342199999999,39.082968,DELIVERY,1582974571
4569,103493258,4,2100076000721831387,121.48342199999999,39.082968,DELIVERY,1582975121
4570,10350067,0,2100075946744382868,121.42191899999999,39.174172999999996,PICKUP,1582945972
4571,10350067,0,2100075949413992402,121.42191899999999,39.174172999999996,PICKUP,1582946249
4572,10350067,0,2100075946744382868,121.42191899999999,39.174172999999996,DELIVERY,1582945854
4573,10350067,0,2100075949413992402,121.42191899999999,39.174172999999996,DELIVERY,1582946366
4574,10350067,1,2100075950749746476,121.43813999999999,39.163272,PICKUP,1582946745
4575,10350067,1,2100075950749746476,121.43813999999999,39.163272,DELIVERY,1582946980
4576,10350067,1,2100075955084133929,121.43813999999999,39.163272,PICKUP,1582947288
4577,10350067,1,2100075955084133929,121.43813999999999,39.163272,DELIVERY,1582947701
4578,10350067,2,2100075962160448916,121.421935,39.174264,PICKUP,1582950676
4579,10350067,2,2100075964255929350,121.421935,39.174264,PICKUP,1582950800
4580,10350067,2,2100075963685504006,121.421935,39.174264,PICKUP,1582950800
4581,10350067,2,2100075964255929350,121.421935,39.174264,DELIVERY,1582950924
4582,10350067,2,2100075962160448916,121.421935,39.174264,DELIVERY,1582951065
4583,10350067,2,2100075963685504006,121.421935,39.174264,DELIVERY,1582951386
4584,10350067,2,2100075966823466226,121.421935,39.174264,PICKUP,1582951610
4585,10350067,2,2100075963843348192,121.421935,39.174264,PICKUP,1582951717
4586,10350067,2,2100075963843348192,121.421935,39.174264,DELIVERY,1582953187
4587,10350067,2,2100075966823466226,121.421935,39.174264,DELIVERY,1582953574
4588,10350067,3,2100075994437322348,121.432189,39.163936,PICKUP,1582969059
4589,10350067,3,2100075994437322348,121.432189,39.163936,DELIVERY,1582969167
4590,10350067,3,2100075996674328282,121.432189,39.163936,PICKUP,1582971073
4591,10350067,3,2100075996674328282,121.432189,39.163936,DELIVERY,1582971570
4592,103502002,0,2100075943860602185,121.45695900000001,38.949479,PICKUP,1582944198
4593,103502002,0,2100075946009560327,121.45695900000001,38.949479,PICKUP,1582944539
4594,103502002,0,2100075946706732170,121.45695900000001,38.949479,PICKUP,1582944644
4595,103502002,0,2100075946009560327,121.45695900000001,38.949479,DELIVERY,1582944951
4596,103502002,0,2100075947123147914,121.45695900000001,38.949479,PICKUP,1582945208
4597,103502002,0,2100075947047650374,121.45695900000001,38.949479,PICKUP,1582945458
4598,103502002,0,2100075946706732170,121.45695900000001,38.949479,DELIVERY,1582945888
4599,103502002,0,2100075947047650374,121.45695900000001,38.949479,DELIVERY,1582945943
4600,103502002,0,2100075943860602185,121.45695900000001,38.949479,DELIVERY,1582946027
4601,103502002,0,2100075947123147914,121.45695900000001,38.949479,DELIVERY,1582946518
4602,103502002,2,2100076006345705241,121.44533999999999,38.950214,PICKUP,1582975662
4603,103502002,2,2100076006345705241,121.44533999999999,38.950214,DELIVERY,1582975844
4604,103502002,2,2100076008260240795,121.44533999999999,38.950214,PICKUP,1582976407
4605,103502002,2,2100076007293126107,121.44533999999999,38.950214,PICKUP,1582976844
4606,103502002,2,2100076008260240795,121.44533999999999,38.950214,DELIVERY,1582977648
4607,103502002,2,2100076007293126107,121.44533999999999,38.950214,DELIVERY,1582978000
4608,103530058,0,2100075955107235483,121.477919,39.078559999999996,PICKUP,1582947838
4609,103530058,0,2100075956080477690,121.477919,39.078559999999996,PICKUP,1582947889
4610,103530058,0,2100075956080477690,121.477919,39.078559999999996,DELIVERY,1582948047
4611,103530058,0,2100075956428211325,121.477919,39.078559999999996,PICKUP,1582948129
4612,103530058,0,2100075955107235483,121.477919,39.078559999999996,DELIVERY,1582948345
4613,103530058,0,2100075956428211325,121.477919,39.078559999999996,DELIVERY,1582948908
4614,103530058,1,2100075959213622414,121.481232,39.06858,PICKUP,1582950807
4615,103530058,1,2100075959902078094,121.481232,39.06858,PICKUP,1582950807
4616,103530058,1,2100075959902078094,121.481232,39.06858,DELIVERY,1582951187
4617,103530058,1,2100075959213622414,121.481232,39.06858,DELIVERY,1582950811
4618,10354617,0,2100075934886659786,121.541582,39.172305,PICKUP,1582944939
4619,10354617,0,2100075948501108506,121.541582,39.172305,PICKUP,1582945181
4620,10354617,0,2100075948501108506,121.541582,39.172305,DELIVERY,1582945617
4621,10354617,0,2100075934886659786,121.541582,39.172305,DELIVERY,1582946037
4622,10354617,0,2100075952765076968,121.541582,39.172305,PICKUP,1582946300
4623,10354617,0,2100075952765076968,121.541582,39.172305,DELIVERY,1582947068
4624,10354617,0,2100075954849318662,121.541582,39.172305,PICKUP,1582947413
4625,10354617,0,2100075954849318662,121.541582,39.172305,DELIVERY,1582947655
4626,10354617,0,2100075954993432335,121.541582,39.172305,PICKUP,1582947780
4627,10354617,0,2100075954993432335,121.541582,39.172305,DELIVERY,1582948912
4628,10354617,0,2100075960449435079,121.541582,39.172305,PICKUP,1582949049
4629,10354617,0,2100075960368105073,121.541582,39.172305,PICKUP,1582949121
4630,10354617,0,2100075960368105073,121.541582,39.172305,DELIVERY,1582951186
